,location,predicted_price,quarter,year,Locality,Risk
6177,Bellandur,6792.43,Apr-Jun,2028,Bellandur,Moderate
6178,Bellandur,6642.17,Jul-Sep,2028,Bellandur,Moderate
6179,Bellandur,6574.68,Oct-Dec,2028,Bellandur,Moderate
6180,Bellandur,6863.93,Jan-Mar,2029,Bellandur,Moderate
6181,Bellandur,6794.4,Apr-Jun,2029,Bellandur,Moderate
6182,Bellandur,7099.07,Jul-Sep,2029,Bellandur,Moderate
6183,Bellandur,7220.05,Oct-Dec,2029,Bellandur,Moderate
6184,Bellandur,9678.36,Jan-Mar,2030,Bellandur,Moderate
6185,Bellandur,9333.27,Apr-Jun,2030,Bellandur,Moderate
6186,Bellandur,9076.007333,Jul-Sep,2030,Bellandur,Moderate
6187,Bellandur,9962.964,Oct-Dec,2030,Bellandur,Moderate
6188,Panathur,8649.25,Jan-Mar,2024,Panathur,Moderate
6189,Panathur,8813.17,Apr-Jun,2024,Panathur,Moderate
6190,Panathur,9797.7175,Jul-Sep,2024,Panathur,Moderate
6191,Panathur,12067.47,Oct-Dec,2024,Panathur,Moderate
6192,Panathur,11589.27,Jan-Mar,2025,Panathur,Moderate
6193,Panathur,11664.93,Apr-Jun,2025,Panathur,Moderate
6194,Panathur,9821.5225,Jul-Sep,2025,Panathur,Moderate
6195,Panathur,6073.255,Oct-Dec,2025,Panathur,Moderate
6196,Panathur,5938.3,Jan-Mar,2026,Panathur,Moderate
6197,Panathur,6090.6,Apr-Jun,2026,Panathur,Moderate
6198,Panathur,6413.57,Jul-Sep,2026,Panathur,Moderate
6199,Panathur,6455.72,Oct-Dec,2026,Panathur,Moderate
6200,Panathur,6496.26,Jan-Mar,2027,Panathur,Moderate
6201,Panathur,6484.13,Apr-Jun,2027,Panathur,Moderate
6202,Panathur,6566.97,Jul-Sep,2027,Panathur,Moderate
6203,Panathur,6527.35,Oct-Dec,2027,Panathur,Moderate
6204,Panathur,6532.74,Jan-Mar,2028,Panathur,Moderate
6205,Panathur,6527.57,Apr-Jun,2028,Panathur,Moderate
6206,Panathur,6675.09,Jul-Sep,2028,Panathur,Moderate
6207,Panathur,6695.43,Oct-Dec,2028,Panathur,Moderate
6208,Panathur,6897.98,Jan-Mar,2029,Panathur,Moderate
6209,Panathur,7203.92,Apr-Jun,2029,Panathur,Moderate
6210,Panathur,7668.79,Jul-Sep,2029,Panathur,Moderate
6211,Panathur,8196.31,Oct-Dec,2029,Panathur,Moderate
6212,Panathur,8649.25,Jan-Mar,2030,Panathur,Moderate
6213,Panathur,8813.17,Apr-Jun,2030,Panathur,Moderate
6214,Panathur,9797.7175,Jul-Sep,2030,Panathur,Moderate
6215,Panathur,12067.47,Oct-Dec,2030,Panathur,Moderate
6216,Parappana Agrahara,6425.34,Jan-Mar,2024,Parappana Agrahara,Moderate
6217,Parappana Agrahara,6646.93,Apr-Jun,2024,Parappana Agrahara,Moderate
6218,Parappana Agrahara,6777.8725,Jul-Sep,2024,Parappana Agrahara,Moderate
6219,Parappana Agrahara,8275.41,Oct-Dec,2024,Parappana Agrahara,Moderate
6220,Parappana Agrahara,7365.32,Jan-Mar,2025,Parappana Agrahara,Moderate
6221,Parappana Agrahara,7169.55,Apr-Jun,2025,Parappana Agrahara,Moderate
6222,Parappana Agrahara,8017.629167,Jul-Sep,2025,Parappana Agrahara,Moderate
6223,Parappana Agrahara,5779.2,Oct-Dec,2025,Parappana Agrahara,Moderate
6224,Parappana Agrahara,5872.29,Jan-Mar,2026,Parappana Agrahara,Moderate
6225,Parappana Agrahara,6057.28,Apr-Jun,2026,Parappana Agrahara,Moderate
6226,Parappana Agrahara,6756.33,Jul-Sep,2026,Parappana Agrahara,Moderate
6227,Parappana Agrahara,6803.49,Oct-Dec,2026,Parappana Agrahara,Moderate
6228,Parappana Agrahara,6472.66,Jan-Mar,2027,Parappana Agrahara,Moderate
6229,Parappana Agrahara,6501.1,Apr-Jun,2027,Parappana Agrahara,Moderate
6230,Parappana Agrahara,6776.87,Jul-Sep,2027,Parappana Agrahara,Moderate
6231,Parappana Agrahara,6689.43,Oct-Dec,2027,Parappana Agrahara,Moderate
6232,Parappana Agrahara,6564.38,Jan-Mar,2028,Parappana Agrahara,Moderate
6233,Parappana Agrahara,6575.21,Apr-Jun,2028,Parappana Agrahara,Moderate
6234,Parappana Agrahara,6670.49,Jul-Sep,2028,Parappana Agrahara,Moderate
6235,Parappana Agrahara,6606.63,Oct-Dec,2028,Parappana Agrahara,Moderate
6236,Parappana Agrahara,6996.43,Jan-Mar,2029,Parappana Agrahara,Moderate
6237,Parappana Agrahara,6973.07,Apr-Jun,2029,Parappana Agrahara,Moderate
6238,Parappana Agrahara,7393.32,Jul-Sep,2029,Parappana Agrahara,Moderate
6239,Parappana Agrahara,7996.66,Oct-Dec,2029,Parappana Agrahara,Moderate
6240,Parappana Agrahara,6425.34,Jan-Mar,2030,Parappana Agrahara,Moderate
6241,Parappana Agrahara,6646.93,Apr-Jun,2030,Parappana Agrahara,Moderate
6242,Parappana Agrahara,6777.8725,Jul-Sep,2030,Parappana Agrahara,Moderate
6243,Parappana Agrahara,8275.41,Oct-Dec,2030,Parappana Agrahara,Moderate
6244,Kempegowda International Airport Road,7540.7,Jan-Mar,2024,Kempegowda International Airport Road,Moderate
6245,Kempegowda International Airport Road,7860.36,Apr-Jun,2024,Kempegowda International Airport Road,Moderate
6246,Kempegowda International Airport Road,8333.252,Jul-Sep,2024,Kempegowda International Airport Road,Moderate
6247,Kempegowda International Airport Road,7893.17,Oct-Dec,2024,Kempegowda International Airport Road,Moderate
6248,Kempegowda International Airport Road,9102.2,Jan-Mar,2025,Kempegowda International Airport Road,Moderate
6249,Kempegowda International Airport Road,9355.6,Apr-Jun,2025,Kempegowda International Airport Road,Moderate
6250,Kempegowda International Airport Road,8123.224,Jul-Sep,2025,Kempegowda International Airport Road,Moderate
6251,Kempegowda International Airport Road,5753.403,Oct-Dec,2025,Kempegowda International Airport Road,Moderate
6252,Kempegowda International Airport Road,5529.62,Jan-Mar,2026,Kempegowda International Airport Road,Moderate
6253,Kempegowda International Airport Road,5527.54,Apr-Jun,2026,Kempegowda International Airport Road,Moderate
6254,Kempegowda International Airport Road,5502.37,Jul-Sep,2026,Kempegowda International Airport Road,Moderate
6255,Kempegowda International Airport Road,5642.28,Oct-Dec,2026,Kempegowda International Airport Road,Moderate
6256,Kempegowda International Airport Road,5424.85,Jan-Mar,2027,Kempegowda International Airport Road,Moderate
6257,Kempegowda International Airport Road,5376.04,Apr-Jun,2027,Kempegowda International Airport Road,Moderate
6258,Kempegowda International Airport Road,5496.84,Jul-Sep,2027,Kempegowda International Airport Road,Moderate
6259,Kempegowda International Airport Road,5816.02,Oct-Dec,2027,Kempegowda International Airport Road,Moderate
6260,Kempegowda International Airport Road,6214.54,Jan-Mar,2028,Kempegowda International Airport Road,Moderate
6261,Kempegowda International Airport Road,6229.77,Apr-Jun,2028,Kempegowda International Airport Road,Moderate
6262,Kempegowda International Airport Road,6401.94,Jul-Sep,2028,Kempegowda International Airport Road,Moderate
6263,Kempegowda International Airport Road,6465.33,Oct-Dec,2028,Kempegowda International Airport Road,Moderate
6264,Kempegowda International Airport Road,6527,Jan-Mar,2029,Kempegowda International Airport Road,Moderate
6265,Kempegowda International Airport Road,6525.95,Apr-Jun,2029,Kempegowda International Airport Road,Moderate
6266,Kempegowda International Airport Road,6865.84,Jul-Sep,2029,Kempegowda International Airport Road,Moderate
6267,Kempegowda International Airport Road,6968.42,Oct-Dec,2029,Kempegowda International Airport Road,Moderate
6268,Kempegowda International Airport Road,7540.7,Jan-Mar,2030,Kempegowda International Airport Road,Moderate
6269,Kempegowda International Airport Road,7860.36,Apr-Jun,2030,Kempegowda International Airport Road,Moderate
6270,Kempegowda International Airport Road,8333.252,Jul-Sep,2030,Kempegowda International Airport Road,Moderate
6271,Kempegowda International Airport Road,7893.17,Oct-Dec,2030,Kempegowda International Airport Road,Moderate
6272,Kodigehalli Main Road,4906.62,Jan-Mar,2024,Kodigehalli Main Road,Moderate
6273,Kodigehalli Main Road,5129.54,Apr-Jun,2024,Kodigehalli Main Road,Moderate
6274,Kodigehalli Main Road,5450.45,Jul-Sep,2024,Kodigehalli Main Road,Moderate
6275,Kodigehalli Main Road,5751.76,Oct-Dec,2024,Kodigehalli Main Road,Moderate
6276,Kodigehalli Main Road,6253.43,Jan-Mar,2025,Kodigehalli Main Road,Moderate
6277,Kodigehalli Main Road,6109.3,Apr-Jun,2025,Kodigehalli Main Road,Moderate
6278,Kodigehalli Main Road,6401.13,Jul-Sep,2025,Kodigehalli Main Road,Moderate
6279,Kodigehalli Main Road,5991.84,Oct-Dec,2025,Kodigehalli Main Road,Moderate
6280,Kodigehalli Main Road,5419.95,Jan-Mar,2026,Kodigehalli Main Road,Moderate
6281,Kodigehalli Main Road,5367.89,Apr-Jun,2026,Kodigehalli Main Road,Moderate
6282,Kodigehalli Main Road,5497.17,Jul-Sep,2026,Kodigehalli Main Road,Moderate
6283,Kodigehalli Main Road,5579.99,Oct-Dec,2026,Kodigehalli Main Road,Moderate
6284,Kodigehalli Main Road,5480.96,Jan-Mar,2027,Kodigehalli Main Road,Moderate
6285,Kodigehalli Main Road,5420.58,Apr-Jun,2027,Kodigehalli Main Road,Moderate
6286,Kodigehalli Main Road,5576.56,Jul-Sep,2027,Kodigehalli Main Road,Moderate
6287,Kodigehalli Main Road,5692.6,Oct-Dec,2027,Kodigehalli Main Road,Moderate
6288,Kodigehalli Main Road,5165.46,Jan-Mar,2028,Kodigehalli Main Road,Moderate
6289,Kodigehalli Main Road,5103.66,Apr-Jun,2028,Kodigehalli Main Road,Moderate
6290,Kodigehalli Main Road,5277.6,Jul-Sep,2028,Kodigehalli Main Road,Moderate
6291,Kodigehalli Main Road,5574.8,Oct-Dec,2028,Kodigehalli Main Road,Moderate
6292,Kodigehalli Main Road,5449.55,Jan-Mar,2029,Kodigehalli Main Road,Moderate
6293,Kodigehalli Main Road,5790.62,Apr-Jun,2029,Kodigehalli Main Road,Moderate
6294,Kodigehalli Main Road,6122.33,Jul-Sep,2029,Kodigehalli Main Road,Moderate
6295,Kodigehalli Main Road,6131,Oct-Dec,2029,Kodigehalli Main Road,Moderate
6296,Kodigehalli Main Road,4906.62,Jan-Mar,2030,Kodigehalli Main Road,Moderate
6297,Kodigehalli Main Road,5129.54,Apr-Jun,2030,Kodigehalli Main Road,Moderate
6298,Kodigehalli Main Road,5450.45,Jul-Sep,2030,Kodigehalli Main Road,Moderate
6299,Kodigehalli Main Road,5751.76,Oct-Dec,2030,Kodigehalli Main Road,Moderate
6300,Basavanagudi,10922.59,Jan-Mar,2024,Basavanagudi,Moderate
6301,Basavanagudi,11103.5,Apr-Jun,2024,Basavanagudi,Moderate
6302,Basavanagudi,11839.91,Jul-Sep,2024,Basavanagudi,Moderate
6303,Basavanagudi,10651.59,Oct-Dec,2024,Basavanagudi,Moderate
6304,Basavanagudi,10319.125,Jan-Mar,2025,Basavanagudi,Moderate
6305,Basavanagudi,10420.835,Apr-Jun,2025,Basavanagudi,Moderate
6306,Basavanagudi,10299.96533,Jul-Sep,2025,Basavanagudi,Moderate
6307,Basavanagudi,8307.985167,Oct-Dec,2025,Basavanagudi,Moderate
6308,Basavanagudi,10103.24,Jan-Mar,2026,Basavanagudi,Moderate
6309,Basavanagudi,10114.46,Apr-Jun,2026,Basavanagudi,Moderate
6310,Basavanagudi,10045.9,Jul-Sep,2026,Basavanagudi,Moderate
6311,Basavanagudi,10090.27,Oct-Dec,2026,Basavanagudi,Moderate
6312,Basavanagudi,10192.14,Jan-Mar,2027,Basavanagudi,Moderate
6313,Basavanagudi,10623.3,Apr-Jun,2027,Basavanagudi,Moderate
6314,Basavanagudi,10628.06,Jul-Sep,2027,Basavanagudi,Moderate
6315,Basavanagudi,10478.17,Oct-Dec,2027,Basavanagudi,Moderate
6316,Basavanagudi,9341.16,Jan-Mar,2028,Basavanagudi,Moderate
6317,Basavanagudi,9527,Apr-Jun,2028,Basavanagudi,Moderate
6318,Basavanagudi,9885.58,Jul-Sep,2028,Basavanagudi,Moderate
6319,Basavanagudi,9658.27,Oct-Dec,2028,Basavanagudi,Moderate
6320,Basavanagudi,9590.76,Jan-Mar,2029,Basavanagudi,Moderate
6321,Basavanagudi,9677.91,Apr-Jun,2029,Basavanagudi,Moderate
6322,Basavanagudi,10581.35,Jul-Sep,2029,Basavanagudi,Moderate
6323,Basavanagudi,10248.11,Oct-Dec,2029,Basavanagudi,Moderate
6324,Basavanagudi,10922.59,Jan-Mar,2030,Basavanagudi,Moderate
6325,Basavanagudi,11103.5,Apr-Jun,2030,Basavanagudi,Moderate
6326,Basavanagudi,11839.91,Jul-Sep,2030,Basavanagudi,Moderate
6327,Basavanagudi,10651.59,Oct-Dec,2030,Basavanagudi,Moderate
6328,Vijaynagar Main Road,9642.52,Jan-Mar,2024,Vijaynagar Main Road,Moderate
6329,Vijaynagar Main Road,9701.06,Apr-Jun,2024,Vijaynagar Main Road,Moderate
6330,Vijaynagar Main Road,9573.81,Jul-Sep,2024,Vijaynagar Main Road,Moderate
6331,Vijaynagar Main Road,9418.52,Oct-Dec,2024,Vijaynagar Main Road,Moderate
6332,Vijaynagar Main Road,10527.79,Jan-Mar,2025,Vijaynagar Main Road,Moderate
6333,Vijaynagar Main Road,10134.34,Apr-Jun,2025,Vijaynagar Main Road,Moderate
6334,Vijaynagar Main Road,8309.142,Jul-Sep,2025,Vijaynagar Main Road,Moderate
6335,Vijaynagar Main Road,6751.082,Oct-Dec,2025,Vijaynagar Main Road,Moderate
6336,Vijaynagar Main Road,6596.01,Jan-Mar,2026,Vijaynagar Main Road,Moderate
6337,Vijaynagar Main Road,6637.52,Apr-Jun,2026,Vijaynagar Main Road,Moderate
6338,Vijaynagar Main Road,7431.44,Jul-Sep,2026,Vijaynagar Main Road,Moderate
6339,Vijaynagar Main Road,7137.62,Oct-Dec,2026,Vijaynagar Main Road,Moderate
6340,Vijaynagar Main Road,7045.69,Jan-Mar,2027,Vijaynagar Main Road,Moderate
6341,Vijaynagar Main Road,7080.13,Apr-Jun,2027,Vijaynagar Main Road,Moderate
6342,Vijaynagar Main Road,7327.5,Jul-Sep,2027,Vijaynagar Main Road,Moderate
6343,Vijaynagar Main Road,7412.18,Oct-Dec,2027,Vijaynagar Main Road,Moderate
6344,Vijaynagar Main Road,7804.44,Jan-Mar,2028,Vijaynagar Main Road,Moderate
6345,Vijaynagar Main Road,7827.92,Apr-Jun,2028,Vijaynagar Main Road,Moderate
6346,Vijaynagar Main Road,8173.46,Jul-Sep,2028,Vijaynagar Main Road,Moderate
6347,Vijaynagar Main Road,8179.35,Oct-Dec,2028,Vijaynagar Main Road,Moderate
6348,Vijaynagar Main Road,8492.52,Jan-Mar,2029,Vijaynagar Main Road,Moderate
6349,Vijaynagar Main Road,8723.68,Apr-Jun,2029,Vijaynagar Main Road,Moderate
6350,Vijaynagar Main Road,9013.48,Jul-Sep,2029,Vijaynagar Main Road,Moderate
6351,Vijaynagar Main Road,9479.44,Oct-Dec,2029,Vijaynagar Main Road,Moderate
6352,Vijaynagar Main Road,9642.52,Jan-Mar,2030,Vijaynagar Main Road,Moderate
6353,Vijaynagar Main Road,9701.06,Apr-Jun,2030,Vijaynagar Main Road,Moderate
6354,Vijaynagar Main Road,9573.81,Jul-Sep,2030,Vijaynagar Main Road,Moderate
6355,Vijaynagar Main Road,9418.52,Oct-Dec,2030,Vijaynagar Main Road,Moderate
6356,Benson Town,10740.76,Jan-Mar,2024,Benson Town,Moderate
6357,Benson Town,10119.8,Apr-Jun,2024,Benson Town,Moderate
6358,Benson Town,11020.35867,Jul-Sep,2024,Benson Town,Moderate
6359,Benson Town,11054.83,Oct-Dec,2024,Benson Town,Moderate
6360,Benson Town,12284.28476,Jan-Mar,2025,Benson Town,Moderate
6361,Benson Town,11509.96476,Apr-Jun,2025,Benson Town,Moderate
6362,Benson Town,10880.11143,Jul-Sep,2025,Benson Town,Moderate
6363,Benson Town,8410.843333,Oct-Dec,2025,Benson Town,Moderate
6364,Benson Town,9903.84,Jan-Mar,2026,Benson Town,Moderate
6365,Benson Town,10059.52,Apr-Jun,2026,Benson Town,Moderate
6366,Benson Town,9995.8,Jul-Sep,2026,Benson Town,Moderate
6367,Benson Town,9633.58,Oct-Dec,2026,Benson Town,Moderate
6368,Benson Town,9750.07,Jan-Mar,2027,Benson Town,Moderate
6369,Benson Town,9848.96,Apr-Jun,2027,Benson Town,Moderate
6370,Benson Town,9806.16,Jul-Sep,2027,Benson Town,Moderate
6371,Benson Town,9495.2,Oct-Dec,2027,Benson Town,Moderate
6372,Benson Town,9654.37,Jan-Mar,2028,Benson Town,Moderate
6373,Benson Town,9909.4,Apr-Jun,2028,Benson Town,Moderate
6374,Benson Town,9933.58,Jul-Sep,2028,Benson Town,Moderate
6375,Benson Town,9621.06,Oct-Dec,2028,Benson Town,Moderate
6376,Benson Town,9311.66,Jan-Mar,2029,Benson Town,Moderate
6377,Benson Town,9207.98,Apr-Jun,2029,Benson Town,Moderate
6378,Benson Town,9566.22,Jul-Sep,2029,Benson Town,Moderate
6379,Benson Town,9949.26,Oct-Dec,2029,Benson Town,Moderate
6380,Benson Town,10740.76,Jan-Mar,2030,Benson Town,Moderate
6381,Benson Town,10119.8,Apr-Jun,2030,Benson Town,Moderate
6382,Benson Town,11020.35867,Jul-Sep,2030,Benson Town,Moderate
6383,Benson Town,11054.83,Oct-Dec,2030,Benson Town,Moderate
6384,Belathur,6403.28,Jan-Mar,2024,Belathur,High
6385,Belathur,6338.69,Apr-Jun,2024,Belathur,High
6386,Belathur,7093.81,Jul-Sep,2024,Belathur,High
6387,Belathur,7141.22,Oct-Dec,2024,Belathur,High
6388,Belathur,7300.34,Jan-Mar,2025,Belathur,High
6389,Belathur,7617.11,Apr-Jun,2025,Belathur,High
6390,Belathur,7783.694,Jul-Sep,2025,Belathur,High
6391,Belathur,5717.56,Oct-Dec,2025,Belathur,High
6392,Belathur,5030.47,Jan-Mar,2026,Belathur,High
6393,Belathur,5140.61,Apr-Jun,2026,Belathur,High
6394,Belathur,5208.08,Jul-Sep,2026,Belathur,High
6395,Belathur,5265.59,Oct-Dec,2026,Belathur,High
6396,Belathur,5179.01,Jan-Mar,2027,Belathur,High
6397,Belathur,5403.97,Apr-Jun,2027,Belathur,High
6398,Belathur,5446.14,Jul-Sep,2027,Belathur,High
6399,Belathur,5499.31,Oct-Dec,2027,Belathur,High
6400,Belathur,5599.03,Jan-Mar,2028,Belathur,High
6401,Belathur,5697.24,Apr-Jun,2028,Belathur,High
6402,Belathur,5992.49,Jul-Sep,2028,Belathur,High
6403,Belathur,5908.11,Oct-Dec,2028,Belathur,High
6404,Belathur,5639.77,Jan-Mar,2029,Belathur,High
6405,Belathur,5758.74,Apr-Jun,2029,Belathur,High
6406,Belathur,6030.34,Jul-Sep,2029,Belathur,High
6407,Belathur,6268.13,Oct-Dec,2029,Belathur,High
6408,Belathur,6403.28,Jan-Mar,2030,Belathur,High
6409,Belathur,6338.69,Apr-Jun,2030,Belathur,High
6410,Belathur,7093.81,Jul-Sep,2030,Belathur,High
6411,Belathur,7141.22,Oct-Dec,2030,Belathur,High
6412,Kodigehalli,4964.61,Jan-Mar,2024,Kodigehalli,Moderate
6413,Kodigehalli,5120.37,Apr-Jun,2024,Kodigehalli,Moderate
6414,Kodigehalli,5261.19,Jul-Sep,2024,Kodigehalli,Moderate
6415,Kodigehalli,5641.81,Oct-Dec,2024,Kodigehalli,Moderate
6416,Kodigehalli,6276.5,Jan-Mar,2025,Kodigehalli,Moderate
6417,Kodigehalli,6145.28,Apr-Jun,2025,Kodigehalli,Moderate
6418,Kodigehalli,6411.03,Jul-Sep,2025,Kodigehalli,Moderate
6419,Kodigehalli,5341.22,Oct-Dec,2025,Kodigehalli,Moderate
6420,Kodigehalli,5291.57,Jan-Mar,2026,Kodigehalli,Moderate
6421,Kodigehalli,5259.48,Apr-Jun,2026,Kodigehalli,Moderate
6422,Kodigehalli,5240.62,Jul-Sep,2026,Kodigehalli,Moderate
6423,Kodigehalli,5311.59,Oct-Dec,2026,Kodigehalli,Moderate
6424,Kodigehalli,5299.5,Jan-Mar,2027,Kodigehalli,Moderate
6425,Kodigehalli,5260.76,Apr-Jun,2027,Kodigehalli,Moderate
6426,Kodigehalli,5251.35,Jul-Sep,2027,Kodigehalli,Moderate
6427,Kodigehalli,5342.08,Oct-Dec,2027,Kodigehalli,Moderate
6428,Kodigehalli,5000.11,Jan-Mar,2028,Kodigehalli,Moderate
6429,Kodigehalli,5001.48,Apr-Jun,2028,Kodigehalli,Moderate
6430,Kodigehalli,5139.16,Jul-Sep,2028,Kodigehalli,Moderate
6431,Kodigehalli,5463.58,Oct-Dec,2028,Kodigehalli,Moderate
6432,Kodigehalli,5366.44,Jan-Mar,2029,Kodigehalli,Moderate
6433,Kodigehalli,5665.03,Apr-Jun,2029,Kodigehalli,Moderate
6434,Kodigehalli,5750.07,Jul-Sep,2029,Kodigehalli,Moderate
6435,Kodigehalli,5438.59,Oct-Dec,2029,Kodigehalli,Moderate
6436,Kodigehalli,4964.61,Jan-Mar,2030,Kodigehalli,Moderate
6437,Kodigehalli,5120.37,Apr-Jun,2030,Kodigehalli,Moderate
6438,Kodigehalli,5261.19,Jul-Sep,2030,Kodigehalli,Moderate
6439,Kodigehalli,5641.81,Oct-Dec,2030,Kodigehalli,Moderate
6440,Belathur Main Road,7012.99,Jan-Mar,2024,Belathur Main Road,High
6441,Belathur Main Road,6930.83,Apr-Jun,2024,Belathur Main Road,High
6442,Belathur Main Road,7579.48,Jul-Sep,2024,Belathur Main Road,High
6443,Belathur Main Road,8859.93,Oct-Dec,2024,Belathur Main Road,High
6444,Belathur Main Road,8107.77,Jan-Mar,2025,Belathur Main Road,High
6445,Belathur Main Road,8122.656,Apr-Jun,2025,Belathur Main Road,High
6446,Belathur Main Road,8031.766,Jul-Sep,2025,Belathur Main Road,High
6447,Belathur Main Road,6243.93,Oct-Dec,2025,Belathur Main Road,High
6448,Belathur Main Road,6508.02,Jan-Mar,2026,Belathur Main Road,High
6449,Belathur Main Road,6544.77,Apr-Jun,2026,Belathur Main Road,High
6450,Belathur Main Road,6667.42,Jul-Sep,2026,Belathur Main Road,High
6451,Belathur Main Road,6732.36,Oct-Dec,2026,Belathur Main Road,High
6452,Belathur Main Road,7193.63,Jan-Mar,2027,Belathur Main Road,High
6453,Belathur Main Road,7253.41,Apr-Jun,2027,Belathur Main Road,High
6454,Belathur Main Road,7338.94,Jul-Sep,2027,Belathur Main Road,High
6455,Belathur Main Road,7357.86,Oct-Dec,2027,Belathur Main Road,High
6456,Belathur Main Road,6577.41,Jan-Mar,2028,Belathur Main Road,High
6457,Belathur Main Road,6512.43,Apr-Jun,2028,Belathur Main Road,High
6458,Belathur Main Road,6445.88,Jul-Sep,2028,Belathur Main Road,High
6459,Belathur Main Road,6457.72,Oct-Dec,2028,Belathur Main Road,High
6460,Belathur Main Road,6285.8,Jan-Mar,2029,Belathur Main Road,High
6461,Belathur Main Road,6275.83,Apr-Jun,2029,Belathur Main Road,High
6462,Belathur Main Road,6379.63,Jul-Sep,2029,Belathur Main Road,High
6463,Belathur Main Road,6624.37,Oct-Dec,2029,Belathur Main Road,High
6464,Belathur Main Road,7012.99,Jan-Mar,2030,Belathur Main Road,High
6465,Belathur Main Road,6930.83,Apr-Jun,2030,Belathur Main Road,High
6466,Belathur Main Road,7579.48,Jul-Sep,2030,Belathur Main Road,High
6467,Belathur Main Road,8859.93,Oct-Dec,2030,Belathur Main Road,High
6468,Kasavanahalli,6591.78,Jan-Mar,2024,Kasavanahalli,Moderate
6469,Kasavanahalli,7081.61,Apr-Jun,2024,Kasavanahalli,Moderate
6470,Kasavanahalli,7080.863333,Jul-Sep,2024,Kasavanahalli,Moderate
6471,Kasavanahalli,8416.76,Oct-Dec,2024,Kasavanahalli,Moderate
6472,Kasavanahalli,8034.47,Jan-Mar,2025,Kasavanahalli,Moderate
6473,Kasavanahalli,8120.1,Apr-Jun,2025,Kasavanahalli,Moderate
6474,Kasavanahalli,5616.563333,Jul-Sep,2025,Kasavanahalli,Moderate
6475,Kasavanahalli,5396.68,Oct-Dec,2025,Kasavanahalli,Moderate
6476,Kasavanahalli,5288.44,Jan-Mar,2026,Kasavanahalli,Moderate
6477,Kasavanahalli,5346.28,Apr-Jun,2026,Kasavanahalli,Moderate
6478,Kasavanahalli,5294.89,Jul-Sep,2026,Kasavanahalli,Moderate
6479,Kasavanahalli,5543.48,Oct-Dec,2026,Kasavanahalli,Moderate
6480,Kasavanahalli,5584.67,Jan-Mar,2027,Kasavanahalli,Moderate
6481,Kasavanahalli,5599.62,Apr-Jun,2027,Kasavanahalli,Moderate
6482,Kasavanahalli,5594.2,Jul-Sep,2027,Kasavanahalli,Moderate
6483,Kasavanahalli,5704.08,Oct-Dec,2027,Kasavanahalli,Moderate
6484,Kasavanahalli,5586.03,Jan-Mar,2028,Kasavanahalli,Moderate
6485,Kasavanahalli,5614.6,Apr-Jun,2028,Kasavanahalli,Moderate
6486,Kasavanahalli,6014.96,Jul-Sep,2028,Kasavanahalli,Moderate
6487,Kasavanahalli,6179.45,Oct-Dec,2028,Kasavanahalli,Moderate
6488,Kasavanahalli,6195.17,Jan-Mar,2029,Kasavanahalli,Moderate
6489,Kasavanahalli,6248.49,Apr-Jun,2029,Kasavanahalli,Moderate
6490,Kasavanahalli,6256.49,Jul-Sep,2029,Kasavanahalli,Moderate
6491,Kasavanahalli,6391.77,Oct-Dec,2029,Kasavanahalli,Moderate
6492,Kasavanahalli,6591.78,Jan-Mar,2030,Kasavanahalli,Moderate
6493,Kasavanahalli,7081.61,Apr-Jun,2030,Kasavanahalli,Moderate
6494,Kasavanahalli,7080.863333,Jul-Sep,2030,Kasavanahalli,Moderate
6495,Kasavanahalli,8416.76,Oct-Dec,2030,Kasavanahalli,Moderate
6496,Vidyaranyapura,6047.79,Jan-Mar,2024,Vidyaranyapura,Moderate
6497,Vidyaranyapura,5822.52,Apr-Jun,2024,Vidyaranyapura,Moderate
6498,Vidyaranyapura,5514.55,Jul-Sep,2024,Vidyaranyapura,Moderate
6499,Vidyaranyapura,7483.78,Oct-Dec,2024,Vidyaranyapura,Moderate
6500,Vidyaranyapura,7068.38,Jan-Mar,2025,Vidyaranyapura,Moderate
